City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Stepnyak,KZ,52.8339,70.7803,-17.12,91,4,3.27,clear sky
344,Pacific Grove,US,36.6177,-121.9166,67.39,56,1,11.99,clear sky
345,Megion,RU,61.0296,76.1136,-8.99,97,94,9.22,overcast clouds
346,Maracacume,BR,-2.0428,-45.9592,86.56,54,100,5.46,overcast clouds
347,Mataram,ID,-8.5833,116.1167,78.28,86,100,3.96,overcast clouds
348,Miandrivazo,MG,-19.5167,45.4667,80.67,63,4,1.01,clear sky
349,Santa Barbara,US,34.7333,-120.0343,68.31,23,0,5.75,clear sky
350,Pangai,TO,-19.8,-174.35,80.74,77,25,13.76,scattered clouds
351,Stony Plain,CA,53.5334,-114.0021,37.13,60,75,11.5,broken clouds
352,Plettenberg Bay,ZA,-34.0527,23.3716,58.14,81,10,4.07,clear sky
353,Alice Springs,AU,-23.7,133.8833,72.95,88,100,0.0,overcast clouds
354,Arraial Do Cabo,BR,-22.9661,-42.0278,78.76,73,40,12.66,scattered clouds
355,De Aar,ZA,-30.6497,24.0123,63.25,51,0,22.91,clear sky
356,Buala,SB,-8.145,159.5921,80.69,79,100,5.17,overcast clouds
357,Bandarbeyla,SO,9.4942,50.8122,78.53,78,16,17.38,few clouds
358,Panzhihua,CN,26.5851,101.7128,49.89,71,0,1.66,clear sky
359,Japura,ID,-0.3167,102.35,73.47,98,99,1.99,moderate rain
360,Kailua,US,21.4022,-157.7394,77.9,76,71,10.85,broken clouds
361,Pringsewu,ID,-5.3582,104.9744,72.75,95,93,3.76,overcast clouds
362,Hofn,IS,64.2539,-15.2082,43.38,81,100,15.57,overcast clouds
363,Carnarvon,AU,-24.8667,113.6333,67.73,74,0,22.88,clear sky
364,Kaputa,ZM,-8.4689,29.6619,71.28,74,100,5.39,overcast clouds
365,Gambela,ET,8.25,34.5833,81.12,49,100,3.76,overcast clouds
366,Chardara,KZ,41.2547,67.9692,42.15,71,5,7.96,clear sky
367,Ulladulla,AU,-35.35,150.4667,62.37,71,100,6.93,light rain
368,Rocha,UY,-34.4833,-54.3333,78.31,49,1,15.05,clear sky
369,Whittlesea,ZA,-32.1759,26.8244,54.1,86,100,4.85,overcast clouds
370,Nuuk,GL,64.1835,-51.7216,27.68,74,97,6.13,overcast clouds
371,Harwich,GB,51.9419,1.2844,53.22,84,100,11.99,overcast clouds
372,Sinnamary,GF,5.3833,-52.95,81.05,82,97,13.96,overcast clouds
373,Kattivakkam,IN,13.2167,80.3167,80.69,82,49,3.87,scattered clouds
374,Biak,ID,-0.9131,122.8766,76.15,81,71,2.35,broken clouds
375,Karpogory,RU,64.0019,44.4451,3.27,98,96,2.33,overcast clouds
376,Winslow,US,35.0242,-110.6974,53.28,17,0,4.52,clear sky
377,Sicuani,PE,-14.2694,-71.2261,63.25,35,93,11.95,overcast clouds
378,Vestmannaeyjar,IS,63.4427,-20.2734,39.92,81,70,13.71,broken clouds
379,Owerri,NG,5.4833,7.0304,79.7,76,92,6.33,overcast clouds
380,Erenhot,CN,43.6475,111.9767,27.27,59,0,13.89,clear sky
381,Samarai,PG,-10.6167,150.6667,81.99,76,100,2.28,overcast clouds
382,Leningradskiy,RU,69.3833,178.4167,-7.15,91,100,1.95,overcast clouds
383,Elko,US,41.0002,-115.5012,34.05,89,76,7.0,broken clouds
384,Peterhead,GB,57.5058,-1.7981,51.51,89,92,30.74,overcast clouds
385,Ergani,TR,38.2653,39.7621,46.2,83,100,2.89,light rain
386,Bantry,IE,51.6833,-9.45,53.78,79,100,25.68,overcast clouds
387,Dullewala,PK,31.8359,71.4362,64.51,20,0,2.95,clear sky
388,Kresttsy,RU,58.2452,32.5165,17.19,87,100,8.3,overcast clouds
389,Ormara,PK,25.2088,64.6357,77.0,58,0,11.03,clear sky
390,Mutis,CO,6.2262,-77.4044,79.41,82,91,7.9,light rain
391,Blythe,US,33.6103,-114.5964,68.04,12,2,3.11,clear sky
392,Gorontalo,ID,0.5412,123.0595,74.8,95,80,3.22,broken clouds
393,Kyshtovka,RU,56.555,76.6271,-8.66,93,100,4.18,overcast clouds
394,El Tocuyo,VE,9.7873,-69.7937,79.45,76,79,5.23,broken clouds
395,San Jose,US,37.3394,-121.895,68.05,46,0,8.99,clear sky
396,Ganzhou,CN,28.8184,115.4327,60.8,84,37,2.24,scattered clouds
397,Bundaberg,AU,-24.85,152.35,75.22,93,74,1.01,broken clouds
398,Batagay-Alyta,RU,67.8006,130.4114,-28.93,91,96,2.21,overcast clouds
399,Kruisfontein,ZA,-34.0033,24.7314,59.88,89,0,1.3,clear sky
400,Humaita,BR,-7.5061,-63.0208,78.42,91,100,2.57,overcast clouds
401,Faya,SA,18.3851,42.4509,59.11,65,94,4.47,light rain
402,North Branch,US,45.5113,-92.9802,55.51,61,0,6.15,clear sky
403,Rafaela,AR,-31.2503,-61.4867,99.99,14,22,7.0,few clouds
404,Mayna,RU,54.1135,47.6231,25.97,95,75,4.76,broken clouds
405,Namibe,AO,-15.1961,12.1522,72.59,80,67,7.34,broken clouds
406,Vao,NC,-22.6667,167.4833,73.45,64,3,8.77,clear sky
407,Ahipara,NZ,-35.1667,173.1667,58.26,94,100,9.44,moderate rain
408,Oksfjord,NO,70.2396,22.3479,35.78,84,100,8.05,overcast clouds
409,Malmo,SE,55.6059,13.0007,45.1,91,100,10.36,overcast clouds
410,Necochea,AR,-38.5473,-58.7368,76.96,50,100,17.6,overcast clouds
411,Husavik,IS,66.0449,-17.3389,39.04,98,100,1.97,overcast clouds
412,Kurumkan,RU,54.3,110.3,-1.97,78,100,2.59,overcast clouds
413,Bogoslovka,RU,53.2084,44.8013,31.12,87,100,8.23,overcast clouds
414,Komsomolskiy,UZ,40.4272,71.7189,39.92,93,100,0.0,fog
415,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,24.98,79,100,26.42,light snow
416,Lagoa,PT,39.05,-27.9833,60.62,58,28,10.76,scattered clouds
417,Asmar,AF,35.0333,71.3581,56.57,35,0,9.95,clear sky
418,Nepa Nagar,IN,21.4667,76.4,61.07,43,0,3.36,clear sky
419,Kahului,US,20.8947,-156.47,75.97,81,100,7.0,overcast clouds
420,Banda Aceh,ID,5.5577,95.3222,77.76,80,56,8.41,broken clouds
421,Ouallam,NE,14.3188,2.0866,77.65,14,23,9.91,few clouds
422,Jatai,BR,-17.8814,-51.7144,91.4,22,8,8.46,clear sky
423,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,39.94,85,94,9.95,overcast clouds
424,San Cristobal,VE,7.7669,-72.225,81.84,55,98,0.72,overcast clouds
425,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.55,66,75,1.25,moderate rain
426,Makakilo City,US,21.3469,-158.0858,76.44,68,73,8.9,broken clouds
427,Vardo,NO,70.3705,31.1107,31.98,80,20,37.98,few clouds
428,Ponta Grossa,BR,-25.095,-50.1619,60.51,96,100,8.34,overcast clouds
429,Burnie,AU,-41.0667,145.9167,53.94,74,45,11.01,scattered clouds
430,Tucuman,AR,-26.8241,-65.2226,98.1,15,0,11.12,clear sky
431,Ketchikan,US,55.3422,-131.6461,37.71,90,96,8.41,light rain
432,Savelugu,GH,9.6244,-0.8253,83.75,20,34,2.64,scattered clouds
433,Lengshuitan,CN,26.4111,111.5956,66.36,90,100,2.86,overcast clouds
434,Kokopo,PG,-4.352,152.2633,79.5,78,100,6.98,overcast clouds
435,Coahuayana,MX,18.7333,-103.6833,87.6,53,44,6.44,scattered clouds
436,Mimongo,GA,-1.6195,11.6068,67.62,99,100,1.9,overcast clouds
437,Tanabe,JP,33.7333,135.3667,54.72,86,1,10.71,clear sky
438,Katsuura,JP,35.1333,140.3,60.82,83,0,14.16,clear sky
439,Atambua,ID,-9.1061,124.8925,74.71,81,100,1.28,overcast clouds
440,Manzhouli,CN,49.6,117.4333,-1.17,84,100,8.77,overcast clouds
441,Arman,RU,59.7,150.1667,1.33,95,100,14.7,overcast clouds
442,Esperance,AU,-33.8667,121.9,59.14,69,100,12.39,overcast clouds
443,Catalina,US,32.5056,-110.9211,65.95,17,0,3.0,clear sky
444,Kichera,RU,55.9375,110.0997,-9.24,71,82,6.8,broken clouds
445,Savannah Bight,HN,16.45,-85.85,81.86,78,100,16.98,overcast clouds
446,Guanica,PR,17.9716,-66.908,84.69,79,81,6.67,light rain
447,Chunhuhub,MX,19.55,-88.6833,91.6,42,53,6.96,broken clouds
448,Magadan,RU,59.5667,150.8,9.9,89,100,18.54,overcast clouds
449,Bullhead City,US,35.1478,-114.5683,69.94,23,7,1.01,clear sky
450,Barcelos,PT,41.5388,-8.6151,55.92,71,100,4.83,overcast clouds
451,Quatre Cocos,MU,-20.2078,57.7625,75.09,68,21,12.37,few clouds
452,Nakamura,JP,32.9833,132.9333,50.07,90,0,5.19,clear sky
453,Kholm,RU,59.2667,32.85,17.17,86,81,6.85,broken clouds
454,Luau,AO,-10.7073,22.2247,64.45,93,100,3.22,overcast clouds
455,Cairns,AU,-16.9167,145.7667,78.06,90,75,2.3,broken clouds
456,Gimli,CA,50.6336,-96.9907,34.3,87,71,13.22,broken clouds
457,Trairi,BR,-3.2778,-39.2689,81.48,71,100,13.22,overcast clouds
458,Kango,GA,0.1943,10.0951,73.92,96,100,0.34,overcast clouds
459,Gazli,UZ,40.1333,63.45,44.02,58,0,17.92,clear sky
460,Teya,RU,60.3778,92.6267,-20.6,97,99,1.36,overcast clouds
461,Reforma,MX,18.1,-91.0167,82.2,79,99,4.54,light rain
462,Road Town,VG,18.4167,-64.6167,80.26,68,4,13.31,clear sky
463,Warri,NG,5.5167,5.75,78.58,81,68,4.29,broken clouds
464,Kavaratti,IN,10.5669,72.642,81.16,73,95,7.02,overcast clouds
465,Kozluk,TR,38.1938,41.4885,44.85,91,100,1.74,overcast clouds
466,Sangar,RU,63.9242,127.4739,-41.35,100,51,1.03,broken clouds
467,Baykit,RU,61.67,96.37,-30.51,99,90,0.54,overcast clouds
468,Ilulissat,GL,69.2167,-51.1,19.42,86,75,9.22,broken clouds
469,Ninghai,CN,29.2892,121.4247,56.53,91,75,2.39,broken clouds
470,Malkangiri,IN,18.35,81.9,62.71,71,2,1.52,clear sky
471,Olga,RU,43.7444,135.2892,22.87,56,13,11.18,few clouds
472,Guarapari,BR,-20.6667,-40.4975,76.89,92,100,5.55,overcast clouds
473,Fort Nelson,CA,58.8053,-122.7002,20.89,87,100,8.21,overcast clouds
474,Aranos,NA,-24.1333,19.1167,77.97,12,8,13.33,clear sky
475,Aripuana,BR,-9.1667,-60.6333,87.1,56,100,1.7,light rain
476,Inirida,CO,3.8653,-67.9239,84.07,79,100,1.21,light rain
477,Conchal,BR,-22.3303,-47.1725,84.36,55,71,10.58,broken clouds
478,Batavia,US,41.85,-88.3126,56.98,35,6,11.99,clear sky
479,Great Falls,US,47.5002,-111.3008,42.67,89,40,8.05,scattered clouds
480,Marawi,PH,7.9986,124.2928,66.88,95,78,1.95,broken clouds
481,Itaituba,BR,-4.2761,-55.9836,81.16,74,100,5.68,overcast clouds
482,Khani,GE,41.9563,42.9566,44.17,98,100,1.74,overcast clouds
483,Ballina,AU,-28.8667,153.5667,67.01,94,43,6.73,scattered clouds
484,Srednekolymsk,RU,67.45,153.6833,-36.49,100,83,2.98,broken clouds
485,Svetlaya,RU,46.5389,138.3297,23.07,52,98,11.79,overcast clouds
486,Alta Floresta,BR,-9.8756,-56.0861,78.78,83,100,4.92,overcast clouds
487,Tura,IN,25.5198,90.2201,60.71,82,0,3.22,clear sky
488,Atar,MR,20.5169,-13.0499,77.11,17,48,9.26,scattered clouds
489,Tyrma,RU,50.0833,132.1667,-6.86,100,80,1.57,broken clouds
490,Boshnyakovo,RU,49.6333,142.1667,24.15,88,100,22.41,light snow
491,Saint Pete Beach,US,27.7253,-82.7412,82.24,71,100,1.01,overcast clouds
492,Am Timan,TD,11.0297,20.2827,79.11,22,15,2.62,few clouds
493,Mapiri,BO,-15.25,-68.1667,94.91,23,6,4.81,clear sky
494,Tilichiki,RU,60.4667,166.1,-2.4,98,100,10.54,overcast clouds
495,Aykhal,RU,66.0,111.5,-24.65,100,97,2.8,overcast clouds
496,Eureka,US,40.8021,-124.1637,56.57,77,0,5.99,clear sky
497,Palic,RS,46.1023,19.7635,42.12,84,100,3.91,overcast clouds
498,Paita,PE,-5.0892,-81.1144,71.94,72,19,15.66,few clouds
499,Roros,NO,62.5747,11.3842,30.04,80,40,9.22,scattered clouds
500,Port Macquarie,AU,-31.4333,152.9167,63.9,86,99,8.05,overcast clouds
501,Deputatskiy,RU,69.3,139.9,-35.79,97,81,4.7,broken clouds
502,Carmarthen,GB,51.8555,-4.3054,54.95,97,100,22.68,overcast clouds
503,Urumqi,CN,43.801,87.6005,11.35,92,100,6.71,light snow
504,Mandalgovi,MN,45.7625,106.2708,16.03,85,54,3.36,broken clouds
505,Xacmaz,AZ,41.4635,48.806,54.16,84,99,0.54,overcast clouds
506,Hobyo,SO,5.3505,48.5268,79.81,72,35,11.03,scattered clouds
507,Tazovskiy,RU,67.4667,78.7,-2.25,97,100,10.25,overcast clouds
508,Carballo,ES,43.213,-8.691,58.87,78,96,8.3,overcast clouds
509,Hanzhong,CN,33.0728,107.0303,54.43,78,46,1.28,scattered clouds
510,Warrenton,ZA,-28.114,24.8475,65.84,70,56,11.61,broken clouds
511,Oussouye,SN,12.485,-16.5469,78.22,52,100,6.17,overcast clouds
512,Kapuskasing,CA,49.4169,-82.4331,38.75,92,100,7.47,overcast clouds
513,Margate,GB,51.3813,1.3862,53.91,86,100,8.01,overcast clouds
514,Cockburn Town,TC,21.4612,-71.1419,80.33,71,1,11.68,clear sky
515,Aksay,RU,47.26,39.87,45.25,83,100,21.0,overcast clouds
516,Hay River,CA,60.8156,-115.7999,14.14,88,100,2.62,overcast clouds
517,Irbeyskoye,RU,55.6428,95.4522,-13.02,87,100,11.65,overcast clouds
518,Codrington,AU,-38.2667,141.9667,53.92,80,100,12.3,overcast clouds
519,Okhotsk,RU,59.3833,143.3,-6.09,87,23,19.73,few clouds
520,Barranca,PE,-10.75,-77.7667,70.09,75,61,9.82,broken clouds
521,Tyldesley,GB,53.5139,-2.4675,54.05,87,100,5.01,overcast clouds
522,Maningrida,AU,-12.0667,134.2667,80.53,79,100,3.56,overcast clouds
523,Hlotse,LS,-28.8718,28.045,56.05,85,100,3.51,overcast clouds
524,Vila Do Maio,CV,15.1333,-23.2167,77.79,72,0,15.73,clear sky
525,Casas Grandes,MX,30.3667,-107.95,57.43,30,0,7.25,clear sky
526,Kirksville,US,40.1948,-92.5833,53.56,52,0,4.61,clear sky
527,Geilo,NO,60.5333,8.2076,32.56,89,97,2.26,overcast clouds
528,Santa Lucia,ES,27.9117,-15.5407,65.77,88,0,12.66,clear sky
529,Vendas Novas,PT,38.6771,-8.4579,53.8,62,100,3.11,overcast clouds
530,Russell,US,32.3502,-85.1999,62.91,88,100,0.0,overcast clouds
531,Shirokiy,RU,49.758,129.523,-8.95,100,98,4.23,overcast clouds
532,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.26,75,77,9.95,broken clouds
533,Hami,CN,42.8,93.45,33.78,38,100,14.32,overcast clouds
534,Turukhansk,RU,65.8167,87.9833,-18.18,99,100,5.66,overcast clouds
535,Iracoubo,GF,5.4802,-53.2011,78.67,89,100,13.65,light rain
536,Joensuu,FI,62.6012,29.7632,16.29,92,40,9.22,scattered clouds
537,Odweyne,SO,9.4092,45.064,69.49,37,4,10.38,clear sky
538,Myitkyina,MM,25.3833,97.4,57.24,69,0,2.24,clear sky
539,Columbus,US,39.9612,-82.9988,57.78,48,0,8.05,clear sky
540,Northam,GB,51.0333,-4.2167,55.26,94,100,22.55,overcast clouds
541,Yenagoa,NG,4.9247,6.2642,77.97,83,41,5.95,scattered clouds
542,Ligaya,PH,12.6599,120.8923,77.47,79,100,4.21,overcast clouds
543,Shingu,JP,33.7333,135.9833,53.33,86,0,6.71,clear sky
544,Flinders,AU,-34.5833,150.8552,65.37,78,97,4.0,overcast clouds
545,Corrente,BR,-3.7367,-43.3394,88.18,49,100,5.91,overcast clouds
546,Borba,BR,-4.3878,-59.5939,83.55,71,100,4.29,overcast clouds
547,San Juan De La Maguana,DO,18.8059,-71.2299,85.26,51,17,3.38,few clouds
548,Solnechnyy,RU,50.7214,136.6319,7.66,92,93,4.43,overcast clouds
549,Blagoyevo,RU,63.3667,47.9167,1.72,95,100,2.66,overcast clouds
550,Antalaha,MG,-14.9003,50.2788,71.26,83,13,6.67,light rain
551,Ullapool,GB,57.8987,-5.1604,52.32,86,100,10.38,moderate rain
552,Realeza,BR,-25.7689,-53.5325,83.01,49,9,5.66,clear sky
553,Oranjemund,NA,-28.55,16.4333,60.12,88,0,19.08,clear sky
554,Walvis Bay,NA,-22.9575,14.5053,58.08,85,1,13.89,clear sky
555,Awbari,LY,26.5921,12.7805,65.57,42,100,3.78,overcast clouds
556,Talnakh,RU,69.4865,88.3972,-19.82,99,100,10.4,overcast clouds
557,Pisco,PE,-13.7,-76.2167,70.02,79,13,10.49,few clouds
558,Port Hawkesbury,CA,45.6169,-61.3485,47.17,95,100,21.99,mist
559,San Andres,CO,12.5847,-81.7006,82.35,79,99,16.96,light rain
560,Karpathos,GR,35.507,27.2132,58.96,63,99,3.44,overcast clouds
561,Abnub,EG,27.2696,31.1511,64.18,49,100,6.46,overcast clouds
562,Praia,CV,14.9215,-23.5087,76.57,74,0,13.94,clear sky
563,Shchigry,RU,51.8755,36.9043,33.62,93,100,10.31,overcast clouds
564,Byron Bay,AU,-28.65,153.6167,66.94,78,63,6.4,broken clouds
565,Vossevangen,NO,60.623,6.4229,35.87,88,99,5.41,overcast clouds
566,Bratsk,RU,56.1325,101.6142,-21.51,95,100,14.0,overcast clouds
567,Vryheid,ZA,-27.7695,30.7917,57.15,97,100,4.59,heavy intensity rain
568,Atasu,KZ,48.6814,71.6433,-10.46,81,6,9.73,clear sky
569,Lasa,IT,46.6166,10.7002,32.68,68,16,3.96,few clouds
570,Peleduy,RU,59.6289,112.7406,-19.53,100,100,2.06,overcast clouds
571,Bahia Honda,CU,22.9036,-83.1592,84.27,59,70,7.45,broken clouds
572,George,ZA,-33.963,22.4617,58.68,78,7,2.73,clear sky
573,Greencastle,US,39.6445,-86.8647,56.37,43,0,8.05,clear sky
574,Humberto De Campos,BR,-2.5983,-43.4611,83.41,65,91,9.13,overcast clouds
575,Bekhtery,UA,46.251,32.2927,42.66,89,100,13.76,overcast clouds
576,Tecoanapa,MX,16.5167,-98.75,83.21,70,43,8.9,scattered clouds
577,Oppdal,NO,62.5943,9.6912,27.41,89,32,12.15,scattered clouds
578,Hualmay,PE,-11.0964,-77.6139,71.2,74,36,10.31,scattered clouds
579,Suksun,RU,57.1431,57.3949,11.98,98,100,2.84,overcast clouds
580,Hudiksvall,SE,61.729,17.1036,34.97,98,100,2.21,overcast clouds
581,Kautokeino,NO,69.0125,23.0412,27.82,94,100,22.66,overcast clouds
582,Chaparral,CO,3.7232,-75.4832,79.45,72,78,2.68,broken clouds
583,Tonantins,BR,-2.8731,-67.8022,88.36,60,98,1.3,overcast clouds
584,Beloha,MG,-25.1667,45.05,76.64,68,30,4.0,scattered clouds
585,Leonidovo,RU,49.2833,142.8667,23.7,86,100,7.34,overcast clouds
586,Bay Roberts,CA,47.5999,-53.2648,40.51,81,100,8.99,overcast clouds
587,Calbuco,CL,-41.768,-73.1273,56.86,65,100,20.58,overcast clouds
588,Tatawin,TN,32.9297,10.4518,57.97,50,2,18.59,clear sky
589,Shirvan,AZ,39.9509,48.8994,54.05,86,2,6.26,clear sky
590,Bairiki,KI,1.3292,172.9752,82.4,78,20,4.61,few clouds
591,Kibaya,TZ,-5.3,36.5667,60.67,90,83,6.46,broken clouds
592,Tessalit,ML,20.1986,1.0114,73.18,17,89,8.9,overcast clouds
593,Hoopstad,ZA,-27.8327,25.9083,63.82,77,100,10.22,overcast clouds
594,Namatanai,PG,-3.6667,152.4333,79.66,79,96,3.38,overcast clouds
595,Kushima,JP,31.4583,131.2333,57.58,87,0,4.54,clear sky
596,Fairbanks,US,64.8378,-147.7164,12.54,87,100,0.0,overcast clouds
597,Nizhnevartovsk,RU,60.9344,76.5531,-8.99,77,100,7.0,light snow
598,Saint-Augustin,CA,51.226,-58.6502,32.54,90,100,8.52,overcast clouds
599,Muscat,OM,23.6139,58.5922,75.22,67,0,4.45,clear sky
600,Najran,SA,17.4924,44.1277,62.26,40,95,1.68,overcast clouds
601,Santiago,CL,-33.4569,-70.6483,95.29,27,0,20.71,clear sky
602,Marquette,US,46.5333,-87.6335,56.64,52,2,10.4,clear sky
603,Celestun,MX,20.8667,-90.4,86.32,62,12,6.87,few clouds
604,New Kensington,US,40.5698,-79.7648,56.34,34,0,3.0,clear sky
605,Poum,NC,-20.2333,164.0167,77.23,68,24,10.0,few clouds
606,Tuatapere,NZ,-46.1333,167.6833,47.98,72,76,1.52,broken clouds
607,Port Hedland,AU,-20.3167,118.5667,77.05,88,27,6.91,scattered clouds
608,Rapid City,US,44.0805,-103.231,50.45,50,75,25.32,broken clouds
609,Ghanzi,BW,-21.5667,21.7833,73.47,61,8,6.46,clear sky
610,La Joya,MX,18.6667,-99.4667,86.4,41,3,3.98,clear sky
611,Ukiah,US,39.1502,-123.2078,69.44,45,0,0.0,clear sky
612,Naze,JP,28.3667,129.4833,65.88,69,100,12.95,overcast clouds
613,Haines Junction,CA,60.7522,-137.5108,15.87,87,100,4.99,overcast clouds
614,Ha Tinh,VN,18.3333,105.9,74.1,95,61,2.01,broken clouds
615,Deyang,CN,31.1302,104.382,55.06,85,2,0.58,clear sky
616,Vanimo,PG,-2.6741,141.3028,77.83,80,93,2.93,overcast clouds
617,Abbeville,FR,50.1,1.8333,49.24,79,100,15.39,overcast clouds
618,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,24.16,light intensity drizzle
619,San Isidro,PE,-12.1167,-77.05,71.19,68,75,12.66,broken clouds
620,Wenling,CN,28.3669,121.36,59.45,86,45,2.59,scattered clouds
621,Mehriz,IR,31.5917,54.4318,57.7,31,0,1.66,clear sky
622,Kerman,IR,30.2832,57.0788,57.58,25,0,2.86,clear sky
623,Ulaanbaatar,MN,47.9077,106.8832,-11.07,77,40,2.24,scattered clouds
624,Udachnyy,RU,66.4167,112.4,-28.73,100,100,4.32,overcast clouds
625,Naples,IT,40.8333,14.25,55.74,75,40,11.5,scattered clouds
626,Beyneu,KZ,45.3167,55.2,39.87,73,100,23.17,overcast clouds
627,Tongliao,CN,43.6125,122.2653,22.93,24,100,12.97,overcast clouds
628,Wewak,PG,-3.5534,143.6268,79.2,79,100,5.7,overcast clouds
629,Kudahuvadhoo,MV,2.6708,72.8944,80.92,76,100,8.72,overcast clouds
630,Tahta,EG,26.7693,31.5021,63.68,48,99,6.76,overcast clouds
631,Bonavista,CA,48.6499,-53.1147,38.08,90,100,22.41,overcast clouds
632,Labuhan,ID,-6.8844,112.2051,76.14,88,100,10.74,overcast clouds
633,Lagoa Vermelha,BR,-28.2086,-51.5258,73.35,64,59,10.51,broken clouds
634,Manggar,ID,-2.8833,108.2667,77.52,85,100,4.83,overcast clouds
635,Darnah,LY,32.767,22.6367,63.05,64,100,9.4,overcast clouds
636,Bubaque,GW,11.2833,-15.8333,82.2,66,100,9.8,overcast clouds
637,Kirakira,SB,-10.4544,161.9205,81.05,79,93,6.33,overcast clouds
638,Roebourne,AU,-20.7833,117.1333,82.15,33,8,11.05,clear sky
639,Shimoda,JP,34.6667,138.95,59.88,78,0,3.13,clear sky
640,Lipari,IT,38.4674,14.954,58.21,83,100,27.27,overcast clouds
641,Medea,DZ,36.2642,2.7539,43.52,93,3,2.48,clear sky
642,Shellbrook,CA,53.2168,-106.4011,27.82,86,100,9.08,overcast clouds
643,Dudinka,RU,69.4058,86.1778,-8.54,97,100,13.35,overcast clouds
644,Plaisance-Du-Touch,FR,43.5657,1.2975,44.26,93,100,2.3,fog
645,Yukamenskoye,RU,57.8865,52.2416,10.22,98,76,5.44,broken clouds
646,Huimanguillo,MX,17.85,-93.3833,84.15,75,70,4.76,broken clouds
647,Dhanwar,IN,24.4167,85.9833,59.29,51,88,3.2,overcast clouds
648,Teplyk,UA,48.6657,29.745,33.73,89,100,10.13,overcast clouds
649,Omboue,GA,-1.5746,9.2618,75.36,89,100,2.66,overcast clouds
650,Gela,IT,37.0803,14.2307,56.26,79,62,6.64,broken clouds
651,Taoudenni,ML,22.6783,-3.9836,77.07,19,76,9.55,broken clouds
652,Pathein,MM,16.7833,94.7333,74.68,93,100,2.1,overcast clouds
653,Mercedes,AR,-34.6515,-59.4307,97.03,14,3,13.18,clear sky
654,Pokosnoye,RU,55.5258,101.0536,-13.81,86,100,14.41,overcast clouds
655,La Rioja,ES,42.25,-2.5,33.58,29,100,4.99,overcast clouds
656,Tucupita,VE,9.0622,-62.051,77.86,93,100,6.15,light rain
657,Dukat,RU,62.55,155.55,-27.38,85,100,0.83,overcast clouds
658,Saint John,CA,45.2727,-66.0677,37.09,72,7,14.72,clear sky
659,Banjar,ID,-8.19,114.9675,77.29,91,100,4.7,overcast clouds
660,High Level,CA,58.5169,-117.136,22.73,76,88,7.2,overcast clouds
661,Chengzihe,CN,45.3333,131.0667,6.3,90,4,3.42,clear sky
662,Lensk,RU,60.7253,114.9278,-12.23,98,100,2.77,overcast clouds
663,Kamienna Gora,PL,50.7831,16.0304,43.74,83,100,4.47,overcast clouds
664,Bourail,NC,-21.5667,165.4833,74.41,66,0,3.09,clear sky
665,Chicama,PE,-7.8447,-79.1469,66.74,63,53,10.67,broken clouds
666,Conde,BR,-7.2597,-34.9075,81.86,69,20,10.36,few clouds
667,Manado,ID,1.487,124.8455,75.97,94,40,2.3,scattered clouds
668,Sergiyev Posad,RU,56.3,38.1333,14.61,95,97,6.26,overcast clouds
669,Abu Zabad,SD,12.35,29.25,71.78,23,0,11.03,clear sky
670,Mikhaylovka,RU,50.06,43.2379,35.78,82,100,14.27,light rain
671,Amparafaravola,MG,-17.5833,48.2167,62.15,89,5,3.09,clear sky
672,Khorixas,NA,-20.3667,14.9667,72.5,23,0,9.48,clear sky
